bus_number,operator_type,service_variant,is_ac,origin,destination,route_stops,listed_stop_count,pandal_id,pandal_name,pandal_region,pandal_latitude,pandal_longitude,nearest_metro,nearest_metro_distance_km,matched_bus_stop,mapping_method,mapping_confidence,route_data_source,pandal_data_source
239,Private,Standard,False,Bikash Bhawan,Babughat,Karunamoyee;Saltlake 12 Tank;Sushrut Hospital;Saltlake 14 Tank;Saltlake 16 Tank;Building More;Beleghata;Sealdah Station;Moulali;Wellington;Chandni Market;Esplanade,12,229,New Town Action Area 1 Puja Committee,New Town,22.581012,88.463023,Karunamoyee,1.1,karunamoyee,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
239Y,Private,Standard,False,Shapoorji,Babughat,Sukhobrishti;Karigari Bhawan;UEM Campus;Unitech Gate 1;Narkelbagan;Axis Mall;Newtown;DLF1;College More;SDF More;Nicco Park;Chingrighata;Building More;Beleghata;Sealdah Station;Moulali;Wellington;Chandni Market;Esplanade,19,229,New Town Action Area 1 Puja Committee,New Town,22.581012,88.463023,Karunamoyee,1.1,newtown,pandal_name_stop_match,medium,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
260,Private,Standard,False,Unitech Gate 1,Alipore Zoo,Narkelbagan;Axis Mall;Newtown;DLF1;College More;Wipro;Karunamoyee;Bikash Bhawan;City Center 1;Saltlake CA Block;Saltlake PNB;Ultadanga;Khanna Cinema;Maniktala;Rajabazar;Sealdah Station;Moulali;Wellington;Chandni Market;Esplanade;Park Street;Maidan;Rabindra Sadan;PTS,24,229,New Town Action Area 1 Puja Committee,New Town,22.581012,88.463023,Karunamoyee,1.1,karunamoyee,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
S-167,Private Mini,Mini,False,Saltlake,B.B.D. Bag,Bikash Bhawan;Karunamoyee;Saltlake 12 Tank;Sushrut Hospital;Saltlake 14 Tank;Building More;Beleghata;Sealdah Station;Moulali;Wellington;Chandni Market;Esplanade,12,229,New Town Action Area 1 Puja Committee,New Town,22.581012,88.463023,Karunamoyee,1.1,karunamoyee,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
S-173,Private Mini,Mini,False,Saltlake,Howrah Station,Bikash Bhawan;Karunamoyee;Central Park;Labony Estate;Saltlake 13 Tank;Saltlake Stadium;Kadapara;Subhash Sarobar;Beleghata;Sealdah Station;College Street;Medical College;Bowbazar;Central Metro;Dalhousie;Barabazar,16,229,New Town Action Area 1 Puja Committee,New Town,22.581012,88.463023,Karunamoyee,1.1,karunamoyee,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
14A,WBTC,Standard,False,Bichalighat,Bikash Bhavan,Metiabruz;Khiderpore;Esplanade;Moulali;Sealdah;Beliaghata Main Road;Central Park;Karunamoyee,8,229,New Town Action Area 1 Puja Committee,New Town,22.581012,88.463023,Karunamoyee,1.1,karunamoyee,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
S3W,WBTC,Special/Standard,False,Thakurpukur 3A,Amity University Ecospace,Thakurpukur Bazar;Kadamtala;Sakherbazar;Behala Chowrasta;Manton;Behala 14 Number;Taratala;New Alipore;Chetla;Rashbehari;Deshoprio Park;Gariahat;Kasba;Acropolis Mall;Ruby Crossing;Science City;Dhapa Mathpukur;Chingrighata;Building More;Wipro;College More;Technopolis;DLF1;Newtown;Axis Mall;Narkelbagan;Tata Cancer Hospital;Unitech Gate 2,28,229,New Town Action Area 1 Puja Committee,New Town,22.581012,88.463023,Karunamoyee,1.1,newtown,pandal_name_stop_match,medium,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
AC12,WBTC,AC,True,Shapooji Housing,Howrah Station,Unitech Gate 1;Narkelbagan;Axis Mall;Newtown;DLF1;Technopolis;College More;SDF;Chingrighata;Science City;Topsia;Park Circus;Beckbagan;Minto Park;Exide;Maidan;Park Street;Esplanade;BBD Bag;GPO;Burrabazar,21,229,New Town Action Area 1 Puja Committee,New Town,22.581012,88.463023,Karunamoyee,1.1,newtown,pandal_name_stop_match,medium,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
S31,WBTC,Special/Standard,False,Behala Chowrasta,Jadavpur 8B,Janakalyan;Sakherbazar;James Long Crossing;Ramkrishna Math;Maiti Para;Tollygunge Karunamoyee;Tollygunge Metro;MR Bangur Hospital;Prince Anwar Shah Connector;Lords More;South City;Jadavpur PS;Jadavpur University,13,229,New Town Action Area 1 Puja Committee,New Town,22.581012,88.463023,Karunamoyee,1.1,karunamoyee,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
AC47,WBTC,AC,True,Kudghat,Shapooji Housing,Unitech Gate 1;Tata Cancer Hospital;Narkelbagan;Axis Mall;Newtown;DLF1;Technopolis;College More;SDF;Chingrighata;Science City;VIP Bazar;Ruby Crossing;Acropolis Mall;Kasba;Ballygunge Station;Gariahat;Deshoprio Park;Lake Mall;Rashbehari;Mudiali;Rabindra Sarobar;Tollygunge Metro,23,229,New Town Action Area 1 Puja Committee,New Town,22.581012,88.463023,Karunamoyee,1.1,newtown,pandal_name_stop_match,medium,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
AC49,WBTC,AC,True,Eden City,Airport Domestic Terminus,Dakghar;Jinjira Bazar;State Garage;Taratala;New Alipore;Chetla;Rashbehari;Deshoprio Park;Gariahat;Kasba;Acropolis Mall;Ruby Crossing;Fortis;Uttar Panchannagram;Science City;Chingrighata;Building More;Stadium Island;Central Park;Karunamoyee;Wipro;College More;Technopolis;DLF1;Newtown;Axis Mall;Narkelbagan;Airport Gate 1,28,229,New Town Action Area 1 Puja Committee,New Town,22.581012,88.463023,Karunamoyee,1.1,karunamoyee,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
44A,Private,Standard,False,Sector V,Howrah Station,SDF More;College More;Wipro More;Karunamoyee;Bikash Bhawan;City Centre 1;Saltlake CA Block;Saltlake PNB;Ultadanga;Khanna Cinema;Maniktala;Rajabazar;Sealdah Station;College Street;MG Road;Barabazar,16,230,AK Block Salt Lake Durga Puja,Salt Lake,22.589012,88.412023,City Centre,0.3,city centre,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
46B,Private,Standard,False,Moonbeam,Esplanade,Akankha More;City Centre 2;Chinar Park;Lokenath Mandir;Baguiati;Kestopur;Dumdum Park;Laketown;Sreebhumi;Ultadanga;Kankurgachi;Maniktala;Rajabazar;Sealdah Station;Moulali;Wellington;Chandni Market,17,230,AK Block Salt Lake Durga Puja,Salt Lake,22.589012,88.412023,City Centre,0.3,city centre,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
AC9,WBTC,AC,True,Jadavpur,Saltlake Karunamoyee,Sulekha;Santoshpur;Ajaynagar;Mukundapur;Kalikapur;Ruby Crossing;Fortis;Uttar Panchannagram;Science City;Chingrighata;Building More;Stadium Island;GD;FD;Central Park;City Centre;Bikash Bhawan;Mayukh Bhawan;Bidyut Bhawan,19,230,AK Block Salt Lake Durga Puja,Salt Lake,22.589012,88.412023,City Centre,0.3,city centre,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
44A,Private,Standard,False,Sector V,Howrah Station,SDF More;College More;Wipro More;Karunamoyee;Bikash Bhawan;City Centre 1;Saltlake CA Block;Saltlake PNB;Ultadanga;Khanna Cinema;Maniktala;Rajabazar;Sealdah Station;College Street;MG Road;Barabazar,16,231,BD Block Sarbojanin Durgotsab,Salt Lake,22.587334,88.411412,City Centre,0.5,city centre,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
46B,Private,Standard,False,Moonbeam,Esplanade,Akankha More;City Centre 2;Chinar Park;Lokenath Mandir;Baguiati;Kestopur;Dumdum Park;Laketown;Sreebhumi;Ultadanga;Kankurgachi;Maniktala;Rajabazar;Sealdah Station;Moulali;Wellington;Chandni Market,17,231,BD Block Sarbojanin Durgotsab,Salt Lake,22.587334,88.411412,City Centre,0.5,city centre,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
AC9,WBTC,AC,True,Jadavpur,Saltlake Karunamoyee,Sulekha;Santoshpur;Ajaynagar;Mukundapur;Kalikapur;Ruby Crossing;Fortis;Uttar Panchannagram;Science City;Chingrighata;Building More;Stadium Island;GD;FD;Central Park;City Centre;Bikash Bhawan;Mayukh Bhawan;Bidyut Bhawan,19,231,BD Block Sarbojanin Durgotsab,Salt Lake,22.587334,88.411412,City Centre,0.5,city centre,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
44A,Private,Standard,False,Sector V,Howrah Station,SDF More;College More;Wipro More;Karunamoyee;Bikash Bhawan;City Centre 1;Saltlake CA Block;Saltlake PNB;Ultadanga;Khanna Cinema;Maniktala;Rajabazar;Sealdah Station;College Street;MG Road;Barabazar,16,232,BJ Block Saradotsav,Salt Lake,22.584312,88.417823,City Centre,0.7,city centre,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
46B,Private,Standard,False,Moonbeam,Esplanade,Akankha More;City Centre 2;Chinar Park;Lokenath Mandir;Baguiati;Kestopur;Dumdum Park;Laketown;Sreebhumi;Ultadanga;Kankurgachi;Maniktala;Rajabazar;Sealdah Station;Moulali;Wellington;Chandni Market,17,232,BJ Block Saradotsav,Salt Lake,22.584312,88.417823,City Centre,0.7,city centre,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
AC9,WBTC,AC,True,Jadavpur,Saltlake Karunamoyee,Sulekha;Santoshpur;Ajaynagar;Mukundapur;Kalikapur;Ruby Crossing;Fortis;Uttar Panchannagram;Science City;Chingrighata;Building More;Stadium Island;GD;FD;Central Park;City Centre;Bikash Bhawan;Mayukh Bhawan;Bidyut Bhawan,19,232,BJ Block Saradotsav,Salt Lake,22.584312,88.417823,City Centre,0.7,city centre,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
44A,Private,Standard,False,Sector V,Howrah Station,SDF More;College More;Wipro More;Karunamoyee;Bikash Bhawan;City Centre 1;Saltlake CA Block;Saltlake PNB;Ultadanga;Khanna Cinema;Maniktala;Rajabazar;Sealdah Station;College Street;MG Road;Barabazar,16,233,FD Block Durga Puja,Salt Lake,22.576534,88.411223,City Centre,0.9,city centre,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
46B,Private,Standard,False,Moonbeam,Esplanade,Akankha More;City Centre 2;Chinar Park;Lokenath Mandir;Baguiati;Kestopur;Dumdum Park;Laketown;Sreebhumi;Ultadanga;Kankurgachi;Maniktala;Rajabazar;Sealdah Station;Moulali;Wellington;Chandni Market,17,233,FD Block Durga Puja,Salt Lake,22.576534,88.411223,City Centre,0.9,city centre,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
AC9,WBTC,AC,True,Jadavpur,Saltlake Karunamoyee,Sulekha;Santoshpur;Ajaynagar;Mukundapur;Kalikapur;Ruby Crossing;Fortis;Uttar Panchannagram;Science City;Chingrighata;Building More;Stadium Island;GD;FD;Central Park;City Centre;Bikash Bhawan;Mayukh Bhawan;Bidyut Bhawan,19,233,FD Block Durga Puja,Salt Lake,22.576534,88.411223,City Centre,0.9,city centre,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
44A,Private,Standard,False,Sector V,Howrah Station,SDF More;College More;Wipro More;Karunamoyee;Bikash Bhawan;City Centre 1;Saltlake CA Block;Saltlake PNB;Ultadanga;Khanna Cinema;Maniktala;Rajabazar;Sealdah Station;College Street;MG Road;Barabazar,16,234,HB Block Durga Puja,Salt Lake,22.582012,88.416023,City Centre,1.1,city centre,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
46B,Private,Standard,False,Moonbeam,Esplanade,Akankha More;City Centre 2;Chinar Park;Lokenath Mandir;Baguiati;Kestopur;Dumdum Park;Laketown;Sreebhumi;Ultadanga;Kankurgachi;Maniktala;Rajabazar;Sealdah Station;Moulali;Wellington;Chandni Market,17,234,HB Block Durga Puja,Salt Lake,22.582012,88.416023,City Centre,1.1,city centre,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
AC9,WBTC,AC,True,Jadavpur,Saltlake Karunamoyee,Sulekha;Santoshpur;Ajaynagar;Mukundapur;Kalikapur;Ruby Crossing;Fortis;Uttar Panchannagram;Science City;Chingrighata;Building More;Stadium Island;GD;FD;Central Park;City Centre;Bikash Bhawan;Mayukh Bhawan;Bidyut Bhawan,19,234,HB Block Durga Puja,Salt Lake,22.582012,88.416023,City Centre,1.1,city centre,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
44A,Private,Standard,False,Sector V,Howrah Station,SDF More;College More;Wipro More;Karunamoyee;Bikash Bhawan;City Centre 1;Saltlake CA Block;Saltlake PNB;Ultadanga;Khanna Cinema;Maniktala;Rajabazar;Sealdah Station;College Street;MG Road;Barabazar,16,235,EC Block Durga Puja,Salt Lake,22.581334,88.416412,City Centre,0.3,city centre,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
46B,Private,Standard,False,Moonbeam,Esplanade,Akankha More;City Centre 2;Chinar Park;Lokenath Mandir;Baguiati;Kestopur;Dumdum Park;Laketown;Sreebhumi;Ultadanga;Kankurgachi;Maniktala;Rajabazar;Sealdah Station;Moulali;Wellington;Chandni Market,17,235,EC Block Durga Puja,Salt Lake,22.581334,88.416412,City Centre,0.3,city centre,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
AC9,WBTC,AC,True,Jadavpur,Saltlake Karunamoyee,Sulekha;Santoshpur;Ajaynagar;Mukundapur;Kalikapur;Ruby Crossing;Fortis;Uttar Panchannagram;Science City;Chingrighata;Building More;Stadium Island;GD;FD;Central Park;City Centre;Bikash Bhawan;Mayukh Bhawan;Bidyut Bhawan,19,235,EC Block Durga Puja,Salt Lake,22.581334,88.416412,City Centre,0.3,city centre,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
44A,Private,Standard,False,Sector V,Howrah Station,SDF More;College More;Wipro More;Karunamoyee;Bikash Bhawan;City Centre 1;Saltlake CA Block;Saltlake PNB;Ultadanga;Khanna Cinema;Maniktala;Rajabazar;Sealdah Station;College Street;MG Road;Barabazar,16,236,EE Block Durga Puja,Salt Lake,22.580645,88.415734,City Centre,0.5,city centre,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
46B,Private,Standard,False,Moonbeam,Esplanade,Akankha More;City Centre 2;Chinar Park;Lokenath Mandir;Baguiati;Kestopur;Dumdum Park;Laketown;Sreebhumi;Ultadanga;Kankurgachi;Maniktala;Rajabazar;Sealdah Station;Moulali;Wellington;Chandni Market,17,236,EE Block Durga Puja,Salt Lake,22.580645,88.415734,City Centre,0.5,city centre,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
AC9,WBTC,AC,True,Jadavpur,Saltlake Karunamoyee,Sulekha;Santoshpur;Ajaynagar;Mukundapur;Kalikapur;Ruby Crossing;Fortis;Uttar Panchannagram;Science City;Chingrighata;Building More;Stadium Island;GD;FD;Central Park;City Centre;Bikash Bhawan;Mayukh Bhawan;Bidyut Bhawan,19,236,EE Block Durga Puja,Salt Lake,22.580645,88.415734,City Centre,0.5,city centre,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
32A,Private,Standard,False,Dakshineshwar,Sector V,Dunlop;Bonhooghly;Tobin Road;Sinthee More;Chiria More;Shyambazar;Khanna Cinema;Ultadanga;Saltlake PNB;Saltlake CA Block;Labony Estate;Saltlake 13 Tank;Saltlake Stadium;Saltlake 14 Tank;Sushrut Hospital;Wipro More;SDF More;College More,18,237,Salt Lake Labony Estate Durga Puja,Salt Lake,22.585012,88.414023,City Centre,0.7,labonyestate,pandal_name_stop_match,medium,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
44A,Private,Standard,False,Sector V,Howrah Station,SDF More;College More;Wipro More;Karunamoyee;Bikash Bhawan;City Centre 1;Saltlake CA Block;Saltlake PNB;Ultadanga;Khanna Cinema;Maniktala;Rajabazar;Sealdah Station;College Street;MG Road;Barabazar,16,237,Salt Lake Labony Estate Durga Puja,Salt Lake,22.585012,88.414023,City Centre,0.7,city centre,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
46B,Private,Standard,False,Moonbeam,Esplanade,Akankha More;City Centre 2;Chinar Park;Lokenath Mandir;Baguiati;Kestopur;Dumdum Park;Laketown;Sreebhumi;Ultadanga;Kankurgachi;Maniktala;Rajabazar;Sealdah Station;Moulali;Wellington;Chandni Market,17,237,Salt Lake Labony Estate Durga Puja,Salt Lake,22.585012,88.414023,City Centre,0.7,city centre,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
S-173,Private Mini,Mini,False,Saltlake,Howrah Station,Bikash Bhawan;Karunamoyee;Central Park;Labony Estate;Saltlake 13 Tank;Saltlake Stadium;Kadapara;Subhash Sarobar;Beleghata;Sealdah Station;College Street;Medical College;Bowbazar;Central Metro;Dalhousie;Barabazar,16,237,Salt Lake Labony Estate Durga Puja,Salt Lake,22.585012,88.414023,City Centre,0.7,labonyestate,pandal_name_stop_match,medium,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
AC9,WBTC,AC,True,Jadavpur,Saltlake Karunamoyee,Sulekha;Santoshpur;Ajaynagar;Mukundapur;Kalikapur;Ruby Crossing;Fortis;Uttar Panchannagram;Science City;Chingrighata;Building More;Stadium Island;GD;FD;Central Park;City Centre;Bikash Bhawan;Mayukh Bhawan;Bidyut Bhawan,19,237,Salt Lake Labony Estate Durga Puja,Salt Lake,22.585012,88.414023,City Centre,0.7,city centre,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
3D,Private,Standard,False,Sakherbazar,Milk Colony,Behala 14 No.;Taratala;Mominpore;Ekbalpur;Kidderpore;Hastings;Rabindra Sadan;Maidan;Park Street;Esplanade;Wellington;Moulali;Sealdah;Rajabazar;Maniktala;Khanna;Shyambazar;Belgachia Metro,18,238,Behala Nutan Dal Durga Puja,Behala,22.489012,88.318023,Behala Bazar,0.9,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
12C,Private,Standard,False,Pailan,Howrah Station,Joka Bridge;Thakurpukur;Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Taratala;Brace Bridge;Hide Road;BNR Hospital;Babubazar;Kidderpore;Hastings;Esplanade;Dalhousie;Barabazar,16,238,Behala Nutan Dal Durga Puja,Behala,22.489012,88.318023,Behala Bazar,0.9,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
12C/1,Private,Standard,False,Shibrampur,Howrah Station,Shakuntala Park;Bakultala;Behala Chowrasta;Behala 14 No.;Majherhat;Mominpore;Ekbalpur;Kidderpore;Hastings;PTS;Rabindra Sadan;Maidan Metro;Park Street;Esplanade;Dalhousie;Barabazar,16,238,Behala Nutan Dal Durga Puja,Behala,22.489012,88.318023,Behala Bazar,0.9,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
12C/1A,Private,Standard,False,Pailan,Howrah Station,Joka Bridge;Thakurpukur;Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Majherhat;Mominpore;Ekbalpur;Kidderpore;Hastings;Fort William;Esplanade;Dalhousie;Barabazar,15,238,Behala Nutan Dal Durga Puja,Behala,22.489012,88.318023,Behala Bazar,0.9,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
18A,Private,Standard,False,Greenfield City,Howrah Station,Shibrampur;Shakuntala Park;Bakultala;Behala Chowrasta;Behala 14 No.;Majerhat;Mominpore;Ekbalpur;Kidderpore;Hastings;Fort William;Esplanade;Dalhousie;Barabazar,14,238,Behala Nutan Dal Durga Puja,Behala,22.489012,88.318023,Behala Bazar,0.9,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
18B/1,Private,Standard,False,Dakghar,China Mandir,Moynagarh;Sarada Park;Shibrampur;Shakuntala Park;Bakultala;Behala Chowrasta;Behala 14 No.;Majerhat;Mominpore;Alipore Court;Hazra More;Kalighat;Rashbehari;Deshapriya Park;Gariahat;Ballygunge Station;Kasba PS;Bosepukur;Acropolis Mall;Ruby Hospital,20,238,Behala Nutan Dal Durga Puja,Behala,22.489012,88.318023,Behala Bazar,0.9,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
18C,Private,Standard,False,Kestor More,Anandapur,Sarsuna;Bakultala;Behala Chowrasta;Behala 14 No.;Majerhat;Mominpore;Alipore Court;Hazra More;Kalighat;Rashbehari;Deshapriya Park;Gariahat;Ballygunge Station;Kasba PS;Bosepukur;Acropolis Mall;Ruby Hospital,17,238,Behala Nutan Dal Durga Puja,Behala,22.489012,88.318023,Behala Bazar,0.9,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
18D,Private,Standard,False,Suryasen Nagar,Howrah Station,Sarsuna;Bakultala;Behala Chowrasta;Behala 14 No.;Majerhat;Mominpore;Ekbalpur;Kidderpore;Hastings;Fort William;Esplanade;Dalhousie;Barabazar,13,238,Behala Nutan Dal Durga Puja,Behala,22.489012,88.318023,Behala Bazar,0.9,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
21/1,Private,Standard,False,Barisha,Sealdah Station,Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Taratala;New Alipore;Mahabirtala;Tollygunge Phari;Rabindra Sarovar;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Minto Park;Beckbagan;Mallick Bazar;Moulali,18,238,Behala Nutan Dal Durga Puja,Behala,22.489012,88.318023,Behala Bazar,0.9,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
75,Private,Standard,False,Raipur,Babughat,Joka Bridge;Thakurpukur;Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Majherhat;Mominpore;Ekbalpur;Kidderpore;Hastings;Fort William;Esplanade,13,238,Behala Nutan Dal Durga Puja,Behala,22.489012,88.318023,Behala Bazar,0.9,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
83,Private,Standard,False,Falta,Babughat,Amtala;Pailan;Joka Bridge;Thakurpukur;Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Majherhat;Mominpore;Ekbalpur;Kidderpore;Hastings;Esplanade,14,238,Behala Nutan Dal Durga Puja,Behala,22.489012,88.318023,Behala Bazar,0.9,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
210,Private,Standard,False,Raichak,Esplanade,Joka Bridge;Thakurpukur;Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Majherhat;Mominpore;Bhowani Bhawan;PTS;Fort William,11,238,Behala Nutan Dal Durga Puja,Behala,22.489012,88.318023,Behala Bazar,0.9,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
222,Private,Standard,False,Sakher Bazar,Dunlop More,Behala Chowrasta;Behala 14 No.;Majerhat;Mominpore;Kidderpore;Hastings;PTS;Rabindra Sadan;Maidan Metro;Park Street;Esplanade;Chandni Market;Central Metro;MG Road;Girish Park;Sovabazar;Shyambazar;Chiria More;Sinthee More;Tobin Road;Bonhooghly,21,238,Behala Nutan Dal Durga Puja,Behala,22.489012,88.318023,Behala Bazar,0.9,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
235,Private,Standard,False,Amtala,Rajabazar,Pailan;Joka Bridge;Thakurpukur;Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Majherhat;Mominpore;Ekbalpur;Kidderpore;Hastings;PTS;Rabindra Sadan;Maidan Metro;Park Street;Esplanade;Chandni Market;Wellington;Moulali;Sealdah Station,21,238,Behala Nutan Dal Durga Puja,Behala,22.489012,88.318023,Behala Bazar,0.9,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
S3W,WBTC,Special/Standard,False,Thakurpukur 3A,Amity University Ecospace,Thakurpukur Bazar;Kadamtala;Sakherbazar;Behala Chowrasta;Manton;Behala 14 Number;Taratala;New Alipore;Chetla;Rashbehari;Deshoprio Park;Gariahat;Kasba;Acropolis Mall;Ruby Crossing;Science City;Dhapa Mathpukur;Chingrighata;Building More;Wipro;College More;Technopolis;DLF1;Newtown;Axis Mall;Narkelbagan;Tata Cancer Hospital;Unitech Gate 2,28,238,Behala Nutan Dal Durga Puja,Behala,22.489012,88.318023,Behala Bazar,0.9,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
7A,WBTC,Standard,False,Sarsuna Bus Terminus,Howrah Station,Bakultala;Behala Chowrasta;Manton;Behala 14 Number;Taratala;Majherhat;Mominpur;Ekbalpur;Khiderpur;Hastings;Fort William;Esplanade;Dalhousie;GPO;Burrabazar,15,238,Behala Nutan Dal Durga Puja,Behala,22.489012,88.318023,Behala Bazar,0.9,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
S22,WBTC,Special/Standard,False,Shakuntala Park,Saltlake Karunamoyee,Bakultala;Behala Chowrasta;Manton;Behala 14 Number;Taratala;New Alipore;Chetla;Rashbehari;Deshoprio Park;Gariahat;Kasba;Acropolis Mall;Ruby Crossing;Fortis;Science City;Chingrighata;Building More;AMRI Hospital;Stadium Island;Sushrut Eye Hospital;Wipro;College More;10 Number Tank,23,238,Behala Nutan Dal Durga Puja,Behala,22.489012,88.318023,Behala Bazar,0.9,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
